127.0.0.1 - - [06/Apr/2018:07:28:04 +0000] "GET /2018/04/06/hello-world/ HTTP/1.1" 200 19550 "http://td20180406.local/2018/04/06/hello-world/" "WordPress/4.9.4; http://td20180406.local"
127.0.0.1 - - [06/Apr/2018:07:28:06 +0000] "POST /wp-cron.php?doing_wp_cron=1522999685.7600750923156738281250 HTTP/1.1" 499 0 "http://td20180406.local/wp-cron.php?doing_wp_cron=1522999685.7600750923156738281250" "WordPress/4.9.4; http://td20180406.local"
127.0.0.1 - - [06/Apr/2018:07:28:43 +0000] "POST /wp-admin/upgrade.php?step=upgrade_db HTTP/1.1" 200 32 "http://td20180406.local/wp-admin/upgrade.php?step=upgrade_db" "WordPress/4.9.4; http://td20180406.local"
127.0.0.1 - - [06/Apr/2018:07:33:35 +0000] "GET /local-adminer-B17LWs4jf.php?username&db=local HTTP/1.0" 200 24916 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:33:36 +0000] "GET /local-adminer-B17LWs4jf.php?file=default.css&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 6464 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:33:36 +0000] "GET /local-adminer-B17LWs4jf.php?file=functions.js&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 24156 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:33:36 +0000] "GET /local-adminer-B17LWs4jf.php?file=jush.js&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 37023 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:33:36 +0000] "GET /local-adminer-B17LWs4jf.php?username=&db=local&script=db HTTP/1.0" 200 3627 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:33:38 +0000] "GET /local-adminer-B17LWs4jf.php?file=favicon.ico&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 318 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:35:01 +0000] "POST /local-adminer-B17LWs4jf.php?username&db=local HTTP/1.0" 302 0 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:35:01 +0000] "GET /local-adminer-B17LWs4jf.php?username=&db=local HTTP/1.0" 200 4589 "http://td20180406.local/local-adminer-B17LWs4jf.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:37:09 +0000] "GET /local-adminer-B17LWs4jf.php?username=&db=local&create= HTTP/1.0" 200 22547 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:37:09 +0000] "GET /local-adminer-B17LWs4jf.php?file=plus.gif&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 80 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:37:09 +0000] "GET /local-adminer-B17LWs4jf.php?file=up.gif&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 79 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:37:09 +0000] "GET /local-adminer-B17LWs4jf.php?file=down.gif&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 79 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:37:09 +0000] "GET /local-adminer-B17LWs4jf.php?file=cross.gif&version=4.2.6-dev&driver=mysql HTTP/1.0" 200 82 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:41:36 +0000] "POST /local-adminer-B17LWs4jf.php?username=&db=local&create= HTTP/1.0" 302 0 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:41:36 +0000] "GET /local-adminer-B17LWs4jf.php?username=&db=local&table=pokemon HTTP/1.0" 200 5329 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&create=" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:44:01 +0000] "GET /local-adminer-B17LWs4jf.php?username=&db=local&edit=pokemon HTTP/1.0" 200 5420 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&table=pokemon" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:44:21 +0000] "POST /local-adminer-B17LWs4jf.php?username=&db=local&edit=pokemon HTTP/1.0" 302 0 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&edit=pokemon" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
127.0.0.1 - - [06/Apr/2018:07:44:21 +0000] "GET /local-adminer-B17LWs4jf.php?username=&db=local&edit=pokemon HTTP/1.0" 200 5873 "http://td20180406.local/local-adminer-B17LWs4jf.php?username=&db=local&edit=pokemon" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36"
